bamId,nscGainPercent,rscGainPercent
ENCFF693OEL,0.444341561104,4.13538056843
ENCFF898NMW,0.136488274831,2.05548346317
ENCFF772VSQ,0.117963046532,0.392449633424
ENCFF900RPG,-0.085222519052,6.38951094867
ENCFF873CGO,0.0817851755637,0.450513759274
ENCFF262DXP,0.132653416274,0.185365982487
ENCFF342CGZ,0.0655132267178,0.312903212482
ENCFF616RGW,0.139578068111,0.942718909749
ENCFF086MAL,0.124032742577,0.257780840007
ENCFF839ARD,-0.0231978593323,4.64784264897
ENCFF822ESO,1.42151824919,1.12193394318
ENCFF000PGN,2.2643368197,0.453483804242
ENCFF221QCF,0.360609187727,4.9293443032
ENCFF619FIE,0.585778397646,1.31144104139
ENCFF706HJC,-0.00694386649871,5.61869467472
ENCFF155YHS,0.875769674578,0.836358730806
ENCFF519TWC,0.0646476697855,6.75444465549
ENCFF616NXH,-0.108615207663,6.91261181951
ENCFF629GVZ,-0.12213641475,10.213656028
ENCFF921UWK,0.241919340934,7.07187592674
ENCFF211TQG,0.360936727174,6.76292793437
ENCFF000PGO,0.108856439393,0.950594533711
ENCFF807KJE,0.0789113910155,1.45302907465
ENCFF046FAF,0.645784691862,1.62901486907
ENCFF817LMJ,0.184662518489,3.63146786126
ENCFF524GMH,0.0890381341808,0.951119590262
ENCFF793MBH,0.0453875459044,1.31046613672
ENCFF852FET,0.031134051971,2.6888219082
ENCFF248JTU,0.020807294801,0.767398577302
ENCFF559SXA,0.0703508519596,2.32921524123
