treatment, sampleId,NSC,RSC, SSD, NRF, FRiP, PeakWidthSD, ReadsPerPeakSD, FractionLongPromoter20000to2000, FractionPromoter2000to500, FractionPromoter500, FractionAllTranscripts, FractionAllIntrons
ENCODE,ENCFF581CGZ,1.13039817453055,1.22361942036244,0.157728131915164,0.05815244011385,0.018261472562192,26.3355438443891,26.7772825316797,0.266923439368051,0.034624164841293,0.015303332548967,0.585524760344547,0.559918101767469
ENCODE,ENCFF587ARB,1.08967495124752,0.911445232444238,0.234092599608086,0.19530597752383,0.018763563265972,407.164843073646,1529.42834013075,0.245245757319808,0.028330369798919,0.011517190241836,0.5856375205409,0.550152680387082
ENCODE,ENCFF616NXH,1.05201484875172,0.919832394873513,0.428335807358812,0.209670879508335,0.005256199923265,34.516635213905,246.317985590555,0.269768971222277,0.032943572738709,0.014107376150949,0.584919916566161,0.557491361821335
ENCODE,ENCFF629GVZ,1.04962030975008,0.762212676152305,0.553123389024083,0.223332254008309,0.005427773072937,34.516635213905,353.457270113282,0.265774116402345,0.032035146747614,0.013554741085174,0.580301517104619,0.55381873523296
ENCODE,ENCFF693OEL,1.11924014085232,0.949541063512625,0.182917854054313,0.01454030622307,0.010419891046965,45.5242111091127,149.570997728916,0.276185102612026,0.034540193029635,0.018381307758583,0.59563674136998,0.56514913452735
ENCODE,ENCFF693TLQ,1.03028029635576,0.467136876287955,0.137438665183956,0.07537727455277,0.002703630311527,15.5056371798621,24.2079796849095,0.226601314346766,0.023593727732682,0.010343293435422,0.554002419811264,0.531493591722693
ENCODE,ENCFF701DUO,1.05811459719545,1.04876377895449,0.151880898643906,0.05905875284398,0.008138975640161,75.4760833775707,32.4246283935216,0.288449388295623,0.035585039194874,0.019197447100196,0.597428812987738,0.559998909087637
ENCODE,ENCFF701IFH,1.07299467488499,0.692331403088722,0.12762170925857,0.009299513399967,0.015813048649214,33.190614693254,17.3315720646746,0.287327235409676,0.036489441783531,0.022322517140555,0.595071172413106,0.559073227370775
ENCODE,ENCFF706HJC,1.05679506909837,0.671908828077837,0.169096451798437,0.023025242844282,0.023707963591406,124.220614152312,45.3336800939511,0.270870462894204,0.038149342495792,0.024035077001418,0.593069979873281,0.55865369360445
ENCODE,ENCFF743AGP,1.04941744414928,0.548306856754432,0.156697098947889,0.083819576057784,0.005045166405976,15.5056371798621,50.3987559553014,0.234745020620304,0.025634220268031,0.01394500897653,0.557690648294618,0.533898822823044
ENCODE,ENCFF751NUI,1.03943626799866,1.08548234707467,0.175874403440811,0.058910401961224,0.016091380103927,18.4738266201709,42.6140288901198,0.240270934869721,0.0287505701007,0.013231593520117,0.57286634118179,0.550238167181281
ENCODE,ENCFF757VQN,1.05932933659084,1.3460901238642,0.176892599716606,0.174758669696151,0.025745604184772,73.2163489455006,52.6822513572186,0.223277289474017,0.02410153260115,0.007748271285496,0.581824727561211,0.562628932173226
ENCODE,ENCFF774XWQ,1.04994035880323,0.480652931688513,0.132882165663225,0.025643220930219,0.009830937972576,26.3355438443891,14.470349962822,0.25938949229462,0.0312610573551,0.014080780698273,0.579528782937024,0.553764731897163
ENCODE,ENCFF817LMJ,1.13238375215806,1.35153915777046,0.422769049936357,0.200738132089228,0.027202538076985,150.852625759262,271.478993675864,0.247407917773059,0.030775748251608,0.019921880281122,0.587524059244459,0.558548016072161
ENCODE,ENCFF822ESO,1.67036730549856,2.18997646676758,0.267445985588693,0.156739916662704,0.164869241377339,63.527926345318,54.5682798265864,0.24024385019855,0.027569902966382,0.013837170535408,0.571173470294166,0.548977698272807
ENCODE,ENCFF826ECD,1.02902658721622,0.925627181801694,0.152601600501912,0.034670309557908,0.003624090505512,40.9689484321709,34.358780342348,0.242152510008373,0.02851898811597,0.013086022673262,0.584885287924394,0.557924535123978
ENCODE,ENCFF877JAH,1.13796641918628,0.782536475566815,0.127145885203166,0.010435916856278,0.024730865763855,33.190614693254,23.4612930085725,0.274595429388115,0.037876663900775,0.027681569440393,0.595634968209031,0.559337914622797
ENCODE,ENCFF880WAM,1.3730015100273,2.12877193237884,0.200836570571558,0.177076402671567,0.091083051859989,76.5318295843857,35.4192877167938,0.253653255039859,0.028743607275555,0.014583940872195,0.556617608198542,0.530284278640208
ENCODE,ENCFF900RPG,1.05225830492323,0.715130687811,0.20062201021991,0.23888660731212,0.017543735756802,124.220614152312,29.4987470663962,0.269753560893322,0.035814153376262,0.019981417561707,0.595675997375422,0.56461354384826
ENCODE,ENCFF900VKF,1.01418885305475,0.441172683517857,0.252754788360237,0.023275203123561,0.01495188992365,1447.12301700232,307.915886301645,0.24316755791144,0.03261526203626,0.013326256515397,0.590155276545358,0.56612152369917
ENCODE,ENCFF919IIQ,1.03514468232763,0.784422678371546,0.305567309281198,0.092680793382116,0.030617995336784,1447.12301700232,680.18391474202,0.238186251793088,0.033342956267217,0.013655120825385,0.56762584495412,0.543719780475959
ENCODE,ENCFF921UWK,1.12202651213294,1.90734987394887,0.367243759942818,0.243981218414714,0.042477792205918,99.3437941751508,80.7306830798915,0.248016703614372,0.033157507521956,0.019777349762942,0.591686151147996,0.562563929650673
PeakPass,ENCFF005BXI,1.05082857409417,1.87953013843603,0.144596009114614,0.027862127594719,0.016296648072836,18.4738266201709,82.7846665983744,0.263268380911155,0.032622082370593,0.016647103625073,0.597376202543151,0.569030120488761
PeakPass,ENCFF038NOW,1.02580871603321,1.47972574522323,0.119925118724085,0.035940127972742,0.001536987820353,30.0571891275221,100.194163304903,0.249162318857194,0.026826225726108,0.009404858504087,0.587042045800209,0.563719689831517
PeakPass,ENCFF045BQI,1.01311076848346,0.477531433486923,0.192193095405781,0.04845602486967,0.000242483915367,0,21.8013912262603,0.224236210439622,0.023025561126031,0.007592321862519,0.565017069341843,0.547631524763559
PeakPass,ENCFF061DUL,1.05106814137057,1.1095605175736,0.236563787865613,0.026091384962991,0.010099284671617,62.0526350643357,128.265830879892,0.299798493054365,0.040315004211242,0.020670213618081,0.633658337971896,0.596946225412148
PeakPass,ENCFF061RFH,1.04926486622614,1.04062795894609,0.240717020196637,0.026936914238664,0.009603332677243,62.0526350643357,116.535257876751,0.307163269019103,0.041567992757259,0.022704775620832,0.639774630208286,0.602351513718308
PeakPass,ENCFF188YBS,1.02727658172643,1.23725200440584,0.139654467269374,0.027784320569329,0.003945851865533,40.9689484321709,34.685508968547,0.2463989656496,0.029262785486922,0.013690403544502,0.602104383709011,0.574091332359443
PeakPass,ENCFF211TQG,1.43069704795197,3.59512033511664,0.199904608020201,0.165493479659124,0.114243585132523,97.0379642862409,57.1162705248257,0.290034182796587,0.033772515152078,0.015998465221934,0.600528904822508,0.569661402815487
PeakPass,ENCFF221QCF,1.14596916446309,2.03812857038088,0.213614457436838,0.155314084721958,0.047160601494045,99.3437941751508,35.8870699439695,0.261641556150322,0.036465437259351,0.024303794366646,0.613927175604318,0.579175312503133
PeakPass,ENCFF226SIV,1.015692885287,0.432102816912194,0.205898246633585,0.013597336713219,0.000282600107694,0,19.2209094160778,0.230523234995191,0.024564945997873,0.008557257615363,0.566412038972035,0.547836810271745
PeakPass,ENCFF248TCM,1.10297287909541,3.16867965730163,0.158509769634948,0.186028126882232,0.028598980967694,73.2163489455006,41.6348130387973,0.23436542103882,0.025092925844253,0.008052817297825,0.59064656737379,0.570163642875229
PeakPass,ENCFF280WMP,1.17036594173269,1.25987971802281,0.126071439786933,0.033682437269213,0.010432420372399,45.5242111091127,86.3712053448726,0.272482320117965,0.033483890613293,0.016884605294045,0.603358868720108,0.574336318558371
PeakPass,ENCFF337IBI,3.89035516234916,1.46174234379534,0.458085884787796,0.183661904458446,0.219280567045275,41.712873552561,81.5266698333494,0.306164133980778,0.042085630545434,0.039354921263238,0.610313344144932,0.566593777025538
PeakPass,ENCFF369TPH,1.0180576883328,1.15500327460051,0.116744046182157,0.039311870572581,0.001374818603496,30.0571891275221,92.068406994821,0.23398103062869,0.023721423953473,0.007689580508062,0.575611025032638,0.554712941503634
PeakPass,ENCFF506MFX,1.74988225847715,1.36657752859582,0.25600543438559,0.11305094511851,0.08410521806797,4.38071650475864,31.4484779878997,0.264680374443684,0.031167031108817,0.017741193491391,0.585551062272416,0.55735281014269
PeakPass,ENCFF534VEA,1.07773194710345,1.06941106629483,0.167688214718711,0.008478830652988,0.0083609243059,75.4760833775707,21.2594555728293,0.296560196015143,0.035394420578484,0.018287352076339,0.611748042011484,0.575023930662638
PeakPass,ENCFF559SXA,1.05360111373174,1.63049974529506,0.406338078983406,0.160194691406631,0.02544888224003,150.852625759262,601.071632852474,0.247090794224478,0.029118461995214,0.015024084276692,0.595619602326088,0.57112485863452
PeakPass,ENCFF568ZAY,1.04812225722573,1.60237864576605,0.165726461888356,0.219668869322746,0.007233785201512,407.164843073646,726.094406719078,0.269687245169229,0.029741989272935,0.009441406104546,0.612332539284514,0.585091603075625
PeakPass,ENCFF581CGZ,1.13810133749592,1.61625254805542,0.153201180683786,0.058963112785082,0.019007481966536,26.3355438443891,26.7772825316797,0.274283763992024,0.03574366132042,0.015830179285041,0.607984804331037,0.581493610537293
PeakPass,ENCFF587ARB,1.09068481009938,1.00955007179689,0.209174856330151,0.198365563559098,0.019186476642009,407.164843073646,1529.78137925705,0.2488893334001,0.028817865023115,0.011734303973672,0.600708111738343,0.564784921303061
PeakPass,ENCFF616NXH,1.04814837164868,1.77704722362641,0.347744754829708,0.212251294601082,0.004868716141542,34.516635213905,128.202691549072,0.27569282651234,0.033781631520731,0.014528700306739,0.605645133523353,0.57737187772284
PeakPass,ENCFF629GVZ,1.04563164537243,1.55370960585124,0.397960184723932,0.226823002781223,0.004741730911142,34.516635213905,139.440321516459,0.272086066131015,0.032915841920484,0.014006044905723,0.602912832981647,0.575518251333085
PeakPass,ENCFF693OEL,1.12373219926763,1.17933175978064,0.178531533268752,0.014032776744004,0.010757530050744,45.5242111091127,149.575488606417,0.281501186204689,0.035344988425681,0.018863104740728,0.613540132022312,0.582287718364391
PeakPass,ENCFF693TLQ,1.02547731114437,1.31870545924025,0.119402253802517,0.076071200545926,0.002821269501536,15.5056371798621,24.2209688406654,0.232907604365317,0.024349925569786,0.010702119787836,0.576794441149221,0.553473671510471
PeakPass,ENCFF701DUO,1.05718417530867,1.33349062825903,0.142665979827073,0.059171262586115,0.00838806235214,75.4760833775707,32.4074974539583,0.292989944572584,0.036257536468119,0.01959890969292,0.614350678309592,0.576188796636243
PeakPass,ENCFF701IFH,1.07376454835754,0.902490780802858,0.121403744003588,0.008549670527092,0.016360706569998,33.190614693254,17.3316595619498,0.293383262973895,0.037406677266047,0.022958670578213,0.614364151010671,0.577412751647579
PeakPass,ENCFF706HJC,1.05610518491631,1.08211953934845,0.144973938639048,0.021388568630021,0.024715420245419,124.220614152312,45.3376036228694,0.278729333282518,0.039440013809911,0.024931169536021,0.61685326826751,0.581200708185939
PeakPass,ENCFF743AGP,1.0442212286019,1.34859162947424,0.127267221625036,0.084304321372431,0.00529757155075,15.5056371798621,50.4333099031753,0.242899787481702,0.026660090019465,0.014556356729319,0.584407525824079,0.559572930792502
PeakPass,ENCFF751NUI,1.04030752195839,1.78298507493999,0.151595464301409,0.058472602676007,0.016599271851434,18.4738266201709,42.6411452198177,0.244934740610526,0.029423591918678,0.013584586664692,0.589994856919482,0.566789886874118
PeakPass,ENCFF757VQN,1.05971995691942,2.50176484339581,0.157564769119095,0.176800522392713,0.026444205369069,73.2163489455006,52.6869156394918,0.226822721928361,0.024540472305389,0.007899183269859,0.596614924309481,0.577005805814864
PeakPass,ENCFF774XWQ,1.04772213112381,0.72069966056945,0.1234805412966,0.024940944843641,0.010232664862937,26.3355438443891,14.470349962822,0.265942684217378,0.032215685169644,0.014542415053399,0.601583524295856,0.574988522818262
PeakPass,ENCFF817LMJ,1.13643835812095,1.82978578182347,0.370029176939662,0.203711079960016,0.028149191694304,150.852625759262,271.490384922811,0.253055253129047,0.03158205479518,0.02053000032145,0.607190561000786,0.577401821640259
PeakPass,ENCFF822ESO,1.72729115755578,2.43958311049773,0.250309000931972,0.158093262152446,0.170074475159381,63.527926345318,54.5696238165088,0.245055810413498,0.028216801049265,0.014211750089171,0.588399055687919,0.565613928561978
PeakPass,ENCFF826ECD,1.02630427202644,1.26718507877409,0.140275098289331,0.034437263422888,0.003735576495604,40.9689484321709,34.3591379732839,0.246282623856509,0.029095148804175,0.013372388286092,0.601371200612411,0.573759398815637
PeakPass,ENCFF877JAH,1.14409101556964,1.01209745568538,0.120776662431716,0.009675692587734,0.025614173781322,33.190614693254,23.4379167801962,0.280817835896653,0.038925629915276,0.028552876095083,0.615744452047036,0.578371990227228
PeakPass,ENCFF880WAM,1.39844493943528,2.46778680891233,0.185605693289414,0.180547728692963,0.094484721525282,76.5318295843857,35.4186267657165,0.259354307875568,0.029527447773569,0.014997932605829,0.576434389067108,0.549298944829699
PeakPass,ENCFF900RPG,1.0474714926592,1.4054697938411,0.183146977588683,0.242796988952274,0.018147909828489,124.220614152312,29.5020692448422,0.275334038474573,0.03671279817912,0.020547058686672,0.614713483386247,0.582796043201814
PeakPass,ENCFF900VKF,1.01238023520082,0.791773304853797,0.198378075171551,0.022284432495225,0.01499652352552,1447.12301700232,303.102794382254,0.246957405405116,0.033260738318248,0.013605817468246,0.605190711678696,0.580628440668435
PeakPass,ENCFF919IIQ,1.03461824837889,1.36112751984423,0.250780787851567,0.092907816460632,0.031215234158793,1447.12301700232,679.302035773572,0.242524225084495,0.034126372037791,0.013993127163458,0.584264077514502,0.559737133289096
PeakPass,ENCFF921UWK,1.12384268954203,2.1812194512899,0.343969808309645,0.246278198577759,0.043400232107558,99.3437941751508,73.7946244475172,0.251002972605564,0.033676501545748,0.020172706347218,0.605896232760542,0.576157883676447
