treatment, sampleId, SSD, NRF, FRiP, PeakWidthSD, ReadsPerPeakSD, FractionLongPromoter20000to2000, FractionPromoter2000to500, FractionPromoter500, FractionAllTranscripts, FractionAllIntrons
ENCODE,ENCFF038NOW,0.139097490014013,0.0368783604394313,0.00147012232806684,30.0571891275221,100.194163304903,0.241982660025929,0.0259501215558227,0.00908403736180965,0.562797718749521,0.540321336979563
PeakPass,ENCFF822ESO,0.250309000931972,0.158093262152446,0.170074475159381,63.527926345318,54.5696238165088,0.245055810413498,0.028216801049265,0.0142117500891712,0.588399055687919,0.565613928561978
PeakPass,ENCFF369TPH,0.116744046182157,0.0393118705725808,0.00137481860349629,30.0571891275221,92.068406994821,0.23398103062869,0.0237214239534726,0.00768958050806237,0.575611025032638,0.554712941503634
PeakPass,ENCFF038NOW,0.119925118724085,0.0359401279727423,0.00153698782035256,30.0571891275221,100.194163304903,0.249162318857194,0.0268262257261083,0.00940485850408703,0.587042045800209,0.563719689831517
control,ENCFF369TPH,0.158905936759591,0.0408917898052575,0.00130789879937429,30.0571891275221,92.068406994821,0.226484576852921,0.022846281290918,0.0074006172093018,0.549048726185335,0.529007202745788
ENCODE,ENCFF369TPH,0.144151046987902,0.04070677533243,0.00131000102273079,30.0571891275221,92.068406994821,0.226791663032975,0.0228830027759152,0.00741251243419028,0.549882028939406,0.529808292182823
PeakPass,ENCFF817LMJ,0.370029176939662,0.203711079960016,0.0281491916943043,150.852625759262,271.490384922811,0.253055253129047,0.03158205479518,0.0205300003214495,0.607190561000786,0.577401821640259
control,ENCFF817LMJ,0.803319025684228,0.200046724905789,0.0270789598984645,150.852625759262,271.478993675864,0.246300890250006,0.0306359373670214,0.0198313773408856,0.584869026430576,0.556024618277991
control,ENCFF211TQG,0.245976271357885,0.163410522537386,0.109662311533353,97.0379642862409,57.1266519449454,0.281669680025262,0.0327211695597243,0.0154632570072776,0.576753828183962,0.546930706441253
ENCODE,ENCFF817LMJ,0.422769049936357,0.200738132089228,0.0272025380769853,150.852625759262,271.478993675864,0.247407917773059,0.0307757482516082,0.0199218802811216,0.587524059244459,0.558548016072161
ENCODE,ENCFF211TQG,0.239835663295942,0.163391796352426,0.109819465928607,97.0379642862409,57.1266519449454,0.282064085022477,0.0327680614731105,0.0154854170253335,0.577575757106465,0.547709896572311
PeakPass,ENCFF211TQG,0.199904608020201,0.165493479659124,0.114243585132523,97.0379642862409,57.1162705248257,0.290034182796587,0.0337725151520776,0.0159984652219344,0.600528904822508,0.569661402815487
PeakPass,ENCFF226SIV,0.205898246633585,0.0135973367132193,0.000282600107693555,0,19.2209094160778,0.230523234995191,0.0245649459978728,0.00855725761536334,0.566412038972035,0.547836810271745
ENCODE,ENCFF226SIV,0.440334512051557,0.0178095305879817,0.00133740347898798,0,306.171834855049,0.218483580193723,0.0231917822170602,0.00806981656862464,0.526804147899436,0.509342927685008
control,ENCFF226SIV,0.495961571236475,0.0181906092324305,0.00133238866208199,0,306.171834855049,0.217707998123252,0.0231048207702199,0.00803955744847702,0.524845392205209,0.507449645741752
ENCODE,ENCFF880WAM,0.200836570571558,0.177076402671567,0.0910830518599891,76.5318295843857,35.4192877167938,0.253653255039859,0.0287436072755551,0.0145839408721946,0.556617608198542,0.530284278640208
PeakPass,ENCFF045BQI,0.192193095405781,0.0484560248696696,0.000242483915367086,0,21.8013912262603,0.224236210439622,0.0230255611260307,0.00759232186251925,0.565017069341843,0.547631524763559
control,ENCFF880WAM,0.20660369797277,0.177093091760971,0.0909932804073735,76.5318295843857,35.4192877167938,0.253420814414579,0.0287152775772649,0.014569566940599,0.556073366444369,0.529765991014694
ENCODE,ENCFF045BQI,0.381659304407448,0.0503954652569377,0.00109409302729379,0,275.877588460751,0.214553341063871,0.0219599479796289,0.00723171792275261,0.531299276152793,0.514805014058503
PeakPass,ENCFF880WAM,0.185605693289414,0.180547728692963,0.0944847215252818,76.5318295843857,35.4186267657165,0.259354307875568,0.0295274477735687,0.0149979326058286,0.576434389067108,0.549298944829699
control,ENCFF045BQI,0.462686824349572,0.0506095092512857,0.00109040573643169,0,275.877588460751,0.213865292298807,0.0218859389936492,0.0072073457288453,0.529521455956977,0.513082782501295
control,ENCFF919IIQ,0.357217975174453,0.0927530442400554,0.0305716234442657,1447.12301700232,680.18391474202,0.237850838401833,0.0332924573378363,0.0136344397263034,0.566778545464358,0.542908687453679
PeakPass,ENCFF919IIQ,0.250780787851567,0.0929078164606322,0.0312152341587931,1447.12301700232,679.302035773572,0.242524225084495,0.0341263720377911,0.0139931271634582,0.584264077514502,0.559737133289096
ENCODE,ENCFF919IIQ,0.305567309281198,0.0926807933821163,0.0306179953367843,1447.12301700232,680.18391474202,0.238186251793088,0.0333429562672165,0.013655120825385,0.56762584495412,0.543719780475959
ENCODE,ENCFF900VKF,0.252754788360237,0.0232752031235605,0.0149518899236497,1447.12301700232,307.915886301645,0.24316755791144,0.0326152620362595,0.0133262565153968,0.590155276545358,0.56612152369917
control,ENCFF900VKF,0.415497337407365,0.0234148712614433,0.0149176800559868,1447.12301700232,307.915886301645,0.242637324504315,0.0325406384399282,0.0132957660908309,0.588821005054402,0.564842241343936
PeakPass,ENCFF900VKF,0.198378075171551,0.0222844324952251,0.0149965235255198,1447.12301700232,303.102794382254,0.246957405405116,0.0332607383182479,0.0136058174682459,0.605190711678696,0.580628440668435
PeakPass,ENCFF248TCM,0.158509769634948,0.186028126882232,0.0285989809676943,73.2163489455006,41.6348130387973,0.23436542103882,0.0250929258442529,0.0080528172978254,0.59064656737379,0.570163642875229
control,ENCFF248TCM,0.245523278313086,0.182860073598593,0.027433708378103,73.2163489455006,41.6301658564013,0.228163500776627,0.0243502015332112,0.00781330898604299,0.567805417457675,0.54801052064602
ENCODE,ENCFF248TCM,0.202917584717584,0.182990450309474,0.0274894022977148,73.2163489455006,41.6301658564013,0.228620286426911,0.0243996355414769,0.00782917099771758,0.568955798717729,0.549120715746165
PeakPass,ENCFF757VQN,0.157564769119095,0.176800522392713,0.0264442053690691,73.2163489455006,52.6869156394918,0.226822721928361,0.0245404723053891,0.00789918326985896,0.596614924309481,0.577005805814864
ENCODE,ENCFF757VQN,0.176892599716606,0.174758669696151,0.0257456041847722,73.2163489455006,52.6822513572186,0.223277289474017,0.0241015326011499,0.00774827128549573,0.581824727561211,0.562628932173226
control,ENCFF757VQN,0.185907506042257,0.174759514950314,0.0257221413661734,73.2163489455006,52.6822513572186,0.223076481045112,0.0240795680792332,0.00774121003021032,0.581296036787104,0.562117735160843
control,ENCFF559SXA,0.728676186489809,0.158175053495283,0.0245033137392536,150.852625759262,601.049825321266,0.240852135965068,0.0283027928970022,0.0145502481032425,0.574159149624553,0.550363157488417
control,ENCFF587ARB,0.385518444993888,0.194530545261011,0.0186784225011354,407.164843073646,1529.42834013075,0.244139010502423,0.0282018190903681,0.0114649303180644,0.582984578596909,0.547660752978975
PeakPass,ENCFF559SXA,0.406338078983406,0.160194691406631,0.0254488822400301,150.852625759262,601.071632852474,0.247090794224478,0.0291184619952143,0.0150240842766922,0.595619602326088,0.57112485863452
ENCODE,ENCFF587ARB,0.234092599608086,0.19530597752383,0.0187635632659717,407.164843073646,1529.42834013075,0.245245757319808,0.0283303697989187,0.0115171902418356,0.5856375205409,0.550152680387082
ENCODE,ENCFF534VEA,0.173547019301506,0.00907378011795527,0.008115124687582,75.4760833775707,21.275246838066,0.29212513066708,0.0347581959984686,0.0179153707503624,0.594968618391902,0.558974408610477
control,ENCFF534VEA,0.174726300448665,0.00918658119006821,0.00811008076655084,75.4760833775707,21.275246838066,0.291961295424669,0.0347365921904494,0.0179042355283187,0.594609028609912,0.558637190875584
PeakPass,ENCFF587ARB,0.209174856330151,0.198365563559098,0.0191864766420093,407.164843073646,1529.78137925705,0.2488893334001,0.0288178650231149,0.0117343039736717,0.600708111738343,0.564784921303061
control,ENCFF701DUO,0.163419965121671,0.0591381802666523,0.00813096790677951,75.4760833775707,32.4246283935216,0.288176090537349,0.035550027970019,0.0191785592149425,0.596849253367606,0.559456175808332
ENCODE,ENCFF701DUO,0.151880898643906,0.0590587528439804,0.0081389756401605,75.4760833775707,32.4246283935216,0.288449388295623,0.0355850391948737,0.0191974471001962,0.597428812987738,0.559998909087637
control,ENCFF568ZAY,0.19754035963968,0.21671721005848,0.00704365332451812,407.164843073646,725.849956424913,0.264718492597606,0.0291282198083012,0.00924392223881491,0.5954400309571,0.568762894875563
ENCODE,ENCFF568ZAY,0.179312985249151,0.216816271250959,0.00705123026757851,407.164843073646,725.849956424913,0.265000995332756,0.0291595533865979,0.00925386603775436,0.596079612103838,0.56937377910441
ENCODE,ENCFF751NUI,0.175874403440811,0.0589104019612237,0.0160913801039268,18.4738266201709,42.6140288901198,0.240270934869721,0.0287505701006998,0.0132315935201173,0.57286634118179,0.550238167181281
PeakPass,ENCFF534VEA,0.167688214718711,0.0084788306529882,0.00836092430589986,75.4760833775707,21.2594555728293,0.296560196015143,0.0353944205784843,0.0182873520763385,0.611748042011484,0.575023930662638
ENCODE,ENCFF559SXA,0.519418062615386,0.158423236531731,0.0245631053488873,150.852625759262,601.049825321266,0.241431336776134,0.0283718557822287,0.0145857528012569,0.575555077309812,0.551701019530482
PeakPass,ENCFF701DUO,0.142665979827073,0.0591712625861152,0.00838806235213988,75.4760833775707,32.4074974539583,0.292989944572584,0.0362575364681186,0.0195989096929201,0.614350678309592,0.576188796636243
PeakPass,ENCFF568ZAY,0.165726461888356,0.219668869322746,0.00723378520151209,407.164843073646,726.094406719078,0.269687245169229,0.0297419892729352,0.00944140610454618,0.612332539284514,0.585091603075625
control,ENCFF337IBI,0.498198974562767,0.181697701339344,0.214267616385215,41.712873552561,81.5848210973106,0.301721871163405,0.0413274986520106,0.0385935741863012,0.596554793347371,0.553692146194066
ENCODE,ENCFF337IBI,0.465265032634322,0.181833590729671,0.214591411047097,41.712873552561,81.5848210973106,0.302167671057634,0.0413899515026945,0.0386518956140341,0.597451212207017,0.554523792333613
PeakPass,ENCFF751NUI,0.151595464301409,0.0584726026760071,0.0165992718514342,18.4738266201709,42.6411452198177,0.244934740610526,0.0294235919186782,0.0135845866646918,0.589994856919482,0.566789886874118
PeakPass,ENCFF337IBI,0.458085884787796,0.183661904458446,0.219280567045275,41.712873552561,81.5266698333494,0.306164133980778,0.0420856305454339,0.0393549212632379,0.610313344144932,0.566593777025538
control,ENCFF751NUI,0.216559592595053,0.0589705784980181,0.0160673552956511,18.4738266201709,42.6140288901198,0.239918204078759,0.0287076448245566,0.013211838440351,0.572013133648308,0.549418744042827
control,ENCFF506MFX,0.31684354635644,0.112504668492973,0.0806130465829282,4.38071650475864,31.5287870879945,0.257220723444252,0.0301317807394817,0.0171201535172806,0.561493544082535,0.534295315878582
ENCODE,ENCFF506MFX,0.299176645792712,0.11237639510871,0.0807562811231272,4.38071650475864,31.5287870879945,0.25754705700803,0.0301853193655794,0.0171505728776836,0.562370062435792,0.535123507988431
PeakPass,ENCFF506MFX,0.25600543438559,0.11305094511851,0.0841052180679704,4.38071650475864,31.4484779878997,0.264680374443684,0.0311670311088172,0.017741193491391,0.585551062272416,0.55735281014269
ENCODE,ENCFF005BXI,0.171172129318942,0.0289193864427405,0.0158074188032216,18.4738266201709,82.7712467021584,0.258377946023571,0.0318864607634213,0.0162226484438305,0.580340095766492,0.552621719471367
control,ENCFF005BXI,0.176667470035689,0.0290206576688257,0.0157963924948072,18.4738266201709,82.7712467021584,0.258204524951422,0.0318642186785496,0.0162113324960931,0.579938022851147,0.552238981234857
PeakPass,ENCFF005BXI,0.144596009114614,0.0278621275947188,0.0162966480728357,18.4738266201709,82.7846665983744,0.263268380911155,0.0326220823705925,0.0166471036250727,0.597376202543151,0.569030120488761
